"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Adamtsl2",2.04385391838105e-37,0.0464233438162569,0.059,0.013,4.78036992970143e-33,"1","Adamtsl2"
"Tcea3",2.50442029909648e-37,0.0932752360587688,0.162,0.069,5.85758863755675e-33,"1","Tcea3"
"Kcnc4",3.85882995628036e-37,0.0469067997980444,0.059,0.013,9.02541738474414e-33,"1","Kcnc4"
"Bcan",5.12542077522959e-37,0.040201246121837,0.046,0.008,1.19878466511845e-32,"1","Bcan"
"Prom11",7.34124760559526e-37,0.171596644521421,0.612,0.452,1.71704440247268e-32,"1","Prom1"
"Fam155a1",9.57554453287267e-37,0.195268431184559,0.311,0.181,2.23962411079359e-32,"1","Fam155a"
"Gad1",1.1683759926897e-36,0.0588213645046729,0.076,0.021,2.73271460930193e-32,"1","Gad1"
"Man2a1",1.3353337188401e-36,0.157734094435345,0.802,0.708,3.12321203499512e-32,"1","Man2a1"
"Sim1",1.40866075029017e-36,0.0857054839813854,0.128,0.047,3.29471662885368e-32,"1","Sim1"
"Adcy1",1.41274391735907e-36,0.101018939577393,0.169,0.075,3.30426674831112e-32,"1","Adcy1"
"Tank",1.86003975568986e-36,0.171183295955691,0.48,0.334,4.35044698458301e-32,"1","Tank"
"Tiam11",2.84543416610472e-36,0.160103172163348,0.803,0.691,6.65518597110232e-32,"1","Tiam1"
"Sema5b1",3.34716039382642e-36,0.148560932231405,0.295,0.168,7.82867344512061e-32,"1","Sema5b"
"Crot",4.05745888499342e-36,0.153397677764595,0.448,0.298,9.48999058611112e-32,"1","Crot"
"Sv2b1",4.11609939988316e-36,0.0400158750993393,0.049,0.01,9.62714488638671e-32,"1","Sv2b"
"Srrm4os",1.04684347894256e-35,0.0461331545274728,0.06,0.014,2.44846221289876e-31,"1","Srrm4os"
"Plcxd3",1.21777301224306e-35,0.0691203865137068,0.083,0.025,2.84824929833529e-31,"1","Plcxd3"
"Emx2os",1.51393641634464e-35,0.0411528248526523,0.05,0.01,3.54094588418848e-31,"1","Emx2os"
"Myrfl",1.53372473918441e-35,0.0646786277953169,0.091,0.029,3.58722879247842e-31,"1","Myrfl"
"Atp10a1",1.64481544235555e-35,0.140537574431262,0.33,0.195,3.84705883812539e-31,"1","Atp10a"
"Elfn2",2.00219244110411e-35,0.0192693671770552,0.021,0.001,4.68292790049841e-31,"1","Elfn2"
"Spock21",2.58966355215603e-35,0.0895144193143644,0.143,0.059,6.05696408213773e-31,"1","Spock2"
"Plxdc21",3.13376952922622e-35,0.183856941260701,0.723,0.584,7.32957355190719e-31,"1","Plxdc2"
"Tsc22d3",4.03427993118122e-35,0.126551468668013,0.239,0.126,9.43577733103977e-31,"1","Tsc22d3"
"Etv4",4.04588832051085e-35,0.121780590727388,0.29,0.16,9.46292819284284e-31,"1","Etv4"
"Pde7a1",4.3187637343612e-35,0.139927214824672,0.893,0.816,1.01011564982974e-30,"1","Pde7a"
"Wdr11",5.65982510891186e-35,0.16516405621232,0.479,0.342,1.32377649472339e-30,"1","Wdr11"
"Cited2",5.8955540810733e-35,0.166768879906126,0.762,0.659,1.37891114402223e-30,"1","Cited2"
"Kcnmb4",6.71599695635637e-35,0.123480542715783,0.25,0.134,1.57080452812219e-30,"1","Kcnmb4"
"Galnt1",1.74948899932662e-34,0.154890556246856,0.832,0.726,4.09187982052503e-30,"1","Galnt1"
"C230038L03Rik",1.9827715763913e-34,0.11058984205631,0.229,0.118,4.63750444002162e-30,"1","C230038L03Rik"
"Ints6l",2.94489018158034e-34,0.168725093747956,0.544,0.403,6.88780364569826e-30,"1","Ints6l"
"Camk4",3.49503676764835e-34,0.0938850040670005,0.148,0.063,8.17454149585273e-30,"1","Camk4"
"Sncaip1",4.26910644357692e-34,0.101386352770593,0.163,0.073,9.98501306088206e-30,"1","Sncaip"
"Baz2b",4.92096052535056e-34,0.109183123614141,0.974,0.937,1.15096345727424e-29,"1","Baz2b"
"Pglyrp3",6.69744659895636e-34,0.0346262037667706,0.039,0.007,1.5664657850299e-29,"1","Pglyrp3"
"Ntng2",1.70569543783921e-33,0.0654812949935331,0.093,0.031,3.98945105956213e-29,"1","Ntng2"
"Acly",2.6942103324578e-33,0.154496559049215,0.653,0.529,6.30148854658555e-29,"1","Acly"
"Plekhg6",3.60528321348268e-33,0.0289792322338847,0.034,0.005,8.43239690801464e-29,"1","Plekhg6"
"Col19a1",4.30114393517488e-33,0.0413596231211771,0.045,0.009,1.00599455499805e-28,"1","Col19a1"
"Slit2",4.42260739834633e-33,0.186740740537768,0.695,0.552,1.03440364439922e-28,"1","Slit2"
"Ilrun",5.96158032618574e-33,0.164543303110812,0.622,0.508,1.39435402249158e-28,"1","Ilrun"
"Gm11551",7.1963763172587e-33,0.0331628548957774,0.04,0.007,1.68316045684364e-28,"1","Gm11551"
"Znrf3",7.33024945779633e-33,0.124512818243957,0.944,0.886,1.71447204568398e-28,"1","Znrf3"
"Il17rd",7.73642102597434e-33,0.16582322250064,0.532,0.375,1.80947151376514e-28,"1","Il17rd"
"Cdyl2",8.14922592348859e-33,0.130425925346002,0.288,0.166,1.90602245124475e-28,"1","Cdyl2"
"Eogt",1.21670691410719e-32,0.118304723824275,0.225,0.119,2.84575580140531e-28,"1","Eogt"
"Rell1",1.79282765640615e-32,0.15408178566689,0.434,0.301,4.19324460556834e-28,"1","Rell1"
"Nap1l5",2.48614000131565e-32,0.0479812313527795,0.065,0.018,5.81483284907717e-28,"1","Nap1l5"
"Naaa",2.74844074706414e-32,0.106134119543942,0.219,0.114,6.42832806330831e-28,"1","Naaa"
"Zfp6181",3.16246527815273e-32,0.151150355387661,0.493,0.345,7.39669003907143e-28,"1","Zfp618"
"9530059O14Rik1",3.6968382713982e-32,0.0963388790963785,0.164,0.076,8.64653503297325e-28,"1","9530059O14Rik"
"Pth1r",4.90909482167292e-32,0.124492411906937,0.279,0.161,1.14818818784108e-27,"1","Pth1r"
"Srgap2",7.35141956601719e-32,0.143932679711269,0.866,0.785,1.71942352229576e-27,"1","Srgap2"
"Phip1",8.133092504436e-32,0.0889471392282639,0.995,0.981,1.90224900586254e-27,"1","Phip"
"Chst12",8.17998650317375e-32,0.0672778455921961,0.098,0.035,1.91321704322731e-27,"1","Chst1"
"Snph",1.02564007605931e-31,0.0842657943868817,0.143,0.062,2.39886957389511e-27,"1","Snph"
"Agtr1b",1.33682097127142e-31,0.0365866866256353,0.04,0.007,3.12669056970672e-27,"1","Agtr1b"
"Hdgfl31",1.39956498924907e-31,0.15923899932044,0.762,0.622,3.27344255335465e-27,"1","Hdgfl3"
"Cd36",2.86824351452721e-31,0.063201301055956,0.089,0.03,6.70853475612769e-27,"1","Cd36"
"Ptprj",5.45773266802633e-31,0.169183146783247,0.473,0.338,1.27650909372468e-26,"1","Ptprj"
"A730085K08Rik",9.25333973768531e-31,0.0249104564500641,0.028,0.004,2.16426363124722e-26,"1","A730085K08Rik"
"Gm12122",1.9243992653706e-30,0.0578900052041575,0.089,0.03,4.50097744177529e-26,"1","Gm12122"
"Sulf2",2.07610129506374e-30,0.140702078683859,0.426,0.291,4.85579331902458e-26,"1","Sulf2"
"Bcat1",2.43668428063621e-30,0.15205981432807,0.64,0.505,5.69916086398004e-26,"1","Bcat1"
"Ptbp2",2.68916134544769e-30,0.0911959535432623,0.981,0.96,6.28967947086759e-26,"1","Ptbp2"
"Snai1",3.27866781843782e-30,0.110896992172494,0.236,0.13,7.66847616054422e-26,"1","Snai1"
"9130213A22Rik",3.47440640084633e-30,0.0217745238959461,0.025,0.003,8.12628913093949e-26,"1","9130213A22Rik"
"Afap1",4.13079422434165e-30,0.129058309764167,0.332,0.208,9.66151461131269e-26,"1","Afap1"
"Grik1",5.39232523527265e-30,0.0981159713786142,0.126,0.053,1.26121094927792e-25,"1","Grik1"
"Zbtb38",2.30016918162098e-29,0.106412451134164,0.222,0.121,5.37986569889331e-25,"1","Zbtb38"
"Arid2",3.40335339433545e-29,0.0976372235769474,0.964,0.936,7.96010325401118e-25,"1","Arid2"
"Plpp3",4.9110370542961e-29,0.149558810121999,0.543,0.402,1.14864245662931e-24,"1","Plpp3"
"Cabp1",8.60148238624333e-29,0.0557234525336347,0.076,0.025,2.01180071531845e-24,"1","Cabp1"
"Sash11",8.7454430530984e-29,0.147146925476442,0.699,0.563,2.04547167568919e-24,"1","Sash1"
"Gm35533",3.12559087876975e-28,0.0316323286115429,0.036,0.007,7.31044450635458e-24,"1","Gm35533"
"Slc5a3",4.35891124940708e-28,0.141974664535676,0.489,0.356,1.01950575212382e-23,"1","Slc5a3"
"Mecom1",4.38598239624263e-28,0.135396826253575,0.347,0.219,1.02583742265719e-23,"1","Mecom"
"Kcnk10",7.28554170095268e-28,0.0291740211349891,0.033,0.006,1.70401534843582e-23,"1","Kcnk10"
"Sept8",8.66121573950869e-28,0.119260215932347,0.301,0.186,2.02577174931369e-23,"1","Sept8"
"Otop3",9.66106195262496e-28,0.0185396870487819,0.021,0.002,2.25962578009945e-23,"1","Otop3"
"Ppef2",1.12738721362884e-27,0.0522908643626033,0.076,0.025,2.63684595395649e-23,"1","Ppef2"
"Cbr3",1.13735154703407e-27,0.035882978381639,0.048,0.011,2.66015153335799e-23,"1","Cbr3"
"Fam174b",1.5013047220228e-27,0.052146052170846,0.075,0.025,3.51140161433913e-23,"1","Fam174b"
"Ivns1abp",1.64721377058927e-27,0.0897344702383738,0.936,0.918,3.85266828803124e-23,"1","Ivns1abp"
"Kcns3",1.69315762487476e-27,0.0604007802954594,0.095,0.036,3.96012636881957e-23,"1","Kcns3"
"Ubn21",1.80018124751898e-27,0.10402676625167,0.941,0.899,4.21044391982213e-23,"1","Ubn2"
"Ypel3",2.08389924611362e-27,0.0913126242274714,0.193,0.101,4.87403194673514e-23,"1","Ypel3"
"Mgat4a1",2.44151834759234e-27,0.115596964520688,0.255,0.149,5.71046726318372e-23,"1","Mgat4a"
"Egfem11",3.97308051369234e-27,0.118372229396807,0.201,0.107,9.29263801347502e-23,"1","Egfem1"
"Smad4",4.07017303028532e-27,0.113348194141025,0.893,0.842,9.51972770053434e-23,"1","Smad4"
"Fgd41",4.84673128978234e-27,0.136207960805481,0.43,0.299,1.13360198136719e-22,"1","Fgd4"
"Gse1",6.25695370672373e-27,0.146005920958424,0.642,0.503,1.46343890246561e-22,"1","Gse1"
"Pgr",8.09019001248045e-27,0.0910117169731822,0.188,0.098,1.89221454201905e-22,"1","Pgr"
"Btla",1.05098506686708e-26,0.0720823083429812,0.085,0.031,2.4581489728954e-22,"1","Btla"
"Rnf381",1.07125723713568e-26,0.140334482071397,0.767,0.659,2.50556355193665e-22,"1","Rnf38"
"Klf121",1.27000470776125e-26,0.141895115773418,0.874,0.773,2.97041401098279e-22,"1","Klf12"
"Zfp703",1.41268864594052e-26,0.128056969899854,0.395,0.268,3.30413747399028e-22,"1","Zfp703"
"Mex3b",1.69530058250713e-26,0.127574319857049,0.386,0.262,3.96513853242592e-22,"1","Mex3b"
"Zswim61",1.83211682208589e-26,0.120946138960371,0.914,0.853,4.28513803517668e-22,"1","Zswim6"
"Six4",2.14072955540745e-26,0.123915432297062,0.358,0.24,5.00695235714247e-22,"1","Six4"
"Gm48530",2.23332292031393e-26,0.043681302765019,0.054,0.015,5.22351897832224e-22,"1","Gm48530"
"Rad51b1",2.36964555905643e-26,0.128257743531495,0.891,0.838,5.54236399807709e-22,"1","Rad51b"
"Zfyve9",2.42531733910067e-26,0.135178252195091,0.793,0.7,5.67257472442256e-22,"1","Zfyve9"
"5330438D12Rik",2.85917038530427e-26,0.133609951461102,0.767,0.682,6.68731361418816e-22,"1","5330438D12Rik"
"Egln3",4.06394697905802e-26,0.105197452243646,0.193,0.105,9.5051655893188e-22,"1","Egln3"
"Fign1",5.97495395627586e-26,0.139823340681561,0.84,0.737,1.39748198083336e-21,"1","Fign"
"Atf7ip2",6.57307449525193e-26,0.157818960139703,0.53,0.409,1.53737639369447e-21,"1","Atf7ip2"
"Acsl6",8.50314221407631e-26,0.0773614474686008,0.155,0.076,1.98879993245031e-21,"1","Acsl6"
"Abcb9",1.62355879887925e-25,0.0303393030651149,0.036,0.007,3.79734167469867e-21,"1","Abcb9"
"Ddx43",2.33657391762826e-25,0.0486526620427672,0.071,0.024,5.46501273594075e-21,"1","Ddx43"
"Plekha11",2.58838939272885e-25,0.135351140893267,0.557,0.428,6.0539839506535e-21,"1","Plekha1"
"Peli1",2.6400026608652e-25,0.119165948687369,0.891,0.816,6.17470222349761e-21,"1","Peli1"
"Prkar2a",2.65142897334192e-25,0.128874708244795,0.372,0.256,6.20142722574942e-21,"1","Prkar2a"
"Arfgef1",2.85688814762025e-25,0.122603798551614,0.844,0.773,6.68197568846899e-21,"1","Arfgef1"
"Boc",2.8611236573148e-25,0.122604653401536,0.325,0.21,6.69188212209358e-21,"1","Boc"
"Aplp21",3.12626148754439e-25,0.0918387424462077,0.971,0.944,7.31201299321757e-21,"1","Aplp2"
"Akap131",5.83423885552773e-25,0.106730338777651,0.94,0.887,1.36457012591938e-20,"1","Akap13"
"Il17ra",6.05085168953506e-25,0.0926662044139672,0.205,0.114,1.41523370166535e-20,"1","Il17ra"
"Mylip",6.72292425765782e-25,0.0961937188635119,0.205,0.115,1.57242475462359e-20,"1","Mylip"
"3110004A20Rik",9.65367213188893e-25,0.0235176173519726,0.028,0.005,2.2578973749275e-20,"1","3110004A20Rik"
"Gm37350",1.05726493751582e-24,0.0238497711289157,0.027,0.004,2.47283696235575e-20,"1","Gm37350"
"Nrarp",1.1727574908691e-24,0.0696911866984462,0.124,0.056,2.74296249539373e-20,"1","Nrarp"
"Dixdc1",1.25605095489973e-24,0.075902142789886,0.148,0.072,2.93777757841497e-20,"1","Dixdc1"
"Rnf144a",1.70054462920534e-24,0.118980488674428,0.395,0.273,3.97740383324837e-20,"1","Rnf144a"
"Nova11",1.79773146883679e-24,0.144245617263345,0.523,0.391,4.20471413246237e-20,"1","Nova1"
"Apba21",2.14497588987128e-24,0.104981484608362,0.292,0.181,5.01688410881993e-20,"1","Apba2"
"Slc9a9",2.17752554691481e-24,0.108388200257802,0.226,0.13,5.09301450167905e-20,"1","Slc9a9"
"Sfmbt11",2.2052334250854e-24,0.138958647897406,0.772,0.674,5.15782045793225e-20,"1","Sfmbt1"
"4921534H16Rik",2.39430167080522e-24,0.0330411414050698,0.043,0.011,5.60003217784633e-20,"1","4921534H16Rik"
"Jade2",5.41843019678878e-24,0.0834566586927569,0.172,0.09,1.26731663872693e-19,"1","Jade2"
"Clock",6.12573005831606e-24,0.131016465378084,0.745,0.635,1.43274700333954e-19,"1","Clock"
"Sh3bgrl2",6.60388608660915e-24,0.100152929666659,0.246,0.147,1.54458291679701e-19,"1","Sh3bgrl2"
"D130058E05Rik",8.68071929564197e-24,0.0630809760480258,0.113,0.05,2.0303334360577e-19,"1","D130058E05Rik"
"Efcab111",9.19501217242968e-24,0.140301398106426,0.47,0.351,2.15062139700958e-19,"1","Efcab11"
"Asap1",9.84920037532435e-24,0.111007325938724,0.886,0.822,2.30362947578461e-19,"1","Asap1"
"Galnt7",1.40673464964018e-23,0.134146967079246,0.736,0.646,3.29021167204342e-19,"1","Galnt7"
"Lrp1b1",2.54799397704183e-23,0.117185518732687,0.223,0.132,5.95950311290312e-19,"1","Lrp1b"
"Nr2c21",3.41405953631707e-23,0.119606884673077,0.821,0.749,7.98514384949199e-19,"1","Nr2c2"
"Mmp14",3.78272869243851e-23,0.127164752326183,0.593,0.459,8.84742413874444e-19,"1","Mmp14"
"St8sia21",5.16277885458155e-23,0.101135995075033,0.258,0.158,1.20752234629808e-18,"1","St8sia2"
"Tdrd3",5.55693759394702e-23,0.129846330305446,0.728,0.639,1.29971213384827e-18,"1","Tdrd3"
"Vat1l1",5.90338121776102e-23,0.0865946522840347,0.17,0.091,1.38074183302212e-18,"1","Vat1l"
"Rufy3",6.03721126862394e-23,0.135824613660546,0.491,0.378,1.41204334361845e-18,"1","Rufy3"
"Cndp2",1.01300413398045e-22,0.118215968684036,0.44,0.322,2.36931536896688e-18,"1","Cndp2"
"Tmem114",1.0200746371805e-22,0.0352422006659386,0.048,0.014,2.38585256890147e-18,"1","Tmem114"
"Tnrc6b1",1.06097305880196e-22,0.106061495518325,0.902,0.848,2.48150988723189e-18,"1","Tnrc6b"
"Rabgap1l",1.59284229300954e-22,0.147681487487415,0.627,0.523,3.72549883912001e-18,"1","Rabgap1l"
"Cnnm11",1.92241811813509e-22,0.0575209646890245,0.093,0.038,4.49634373650617e-18,"1","Cnnm1"
"Mogat2",2.73397251035553e-22,0.116583216803641,0.465,0.34,6.39448830447055e-18,"1","Mogat2"
"Clcn5",3.86319959062382e-22,0.122612893828753,0.785,0.702,9.03563752251005e-18,"1","Clcn5"
"Cdx2",4.46997964450519e-22,0.114683456460784,0.468,0.338,1.04548353905332e-17,"1","Cdx2"
"Kansl1l",4.56762301011458e-22,0.136971955614019,0.56,0.456,1.0683213458357e-17,"1","Kansl1l"
"Emx2",4.73661851631824e-22,0.0346135754605323,0.048,0.014,1.10784770478167e-17,"1","Emx2"
"Igfbpl1",6.55729485349062e-22,0.0800798689633929,0.219,0.127,1.53368569328292e-17,"1","Igfbpl1"
"Mpzl2",7.09752969204736e-22,0.0739344806968523,0.152,0.079,1.66004121967296e-17,"1","Mpzl2"
"Rab30",7.40088176863723e-22,0.113190274564166,0.287,0.188,1.73099223686656e-17,"1","Rab30"
"Scn8a1",1.12672697833598e-21,0.101762743399219,0.341,0.227,2.63530172963002e-17,"1","Scn8a"
"Usp47",1.61415648352995e-21,0.10882750532283,0.859,0.798,3.7753505993282e-17,"1","Usp47"
"Pde5a",2.67255627841612e-21,0.132183759114926,0.584,0.481,6.25084187958745e-17,"1","Pde5a"
"Scml2",2.70537914203692e-21,0.0781201736936877,0.177,0.098,6.32761127531015e-17,"1","Scml2"
"Enox11",3.9419203103212e-21,0.110586878301899,0.32,0.213,9.21975741381025e-17,"1","Enox1"
"Gm35722",4.00866173683306e-21,0.0131463662270756,0.013,0.001,9.37585893627884e-17,"1","Gm35722"
"Ddit41",4.32836567731194e-21,0.0937830128909342,0.215,0.129,1.01236144826649e-16,"1","Ddit4"
"Ext1",4.51572511689182e-21,0.0837660242091345,0.997,0.978,1.05618294758983e-16,"1","Ext1"
"Ndc1",4.61914164488177e-21,0.111104789712227,0.807,0.732,1.0803710393214e-16,"1","Ndc1"
"Sdk2",5.05047820737682e-21,0.115139694590306,0.497,0.359,1.18125634792336e-16,"1","Sdk2"
"Plcb41",5.4547922271754e-21,0.128598375242528,0.66,0.544,1.27582135401405e-16,"1","Plcb4"
"Slco5a1",5.70735544819165e-21,0.0953759292061147,0.232,0.141,1.33489336577755e-16,"1","Slco5a1"
"Gm11149",6.26439553219705e-21,0.0653798738477015,0.121,0.058,1.46517947102557e-16,"1","Gm11149"
"Dync2h11",8.12550614267399e-21,0.114360709749112,0.834,0.762,1.90047463171002e-16,"1","Dync2h1"
"Pcx",8.83516943528834e-21,0.101828580414232,0.264,0.169,2.06645777921959e-16,"1","Pcx"
"Cd83",1.03049490340434e-20,0.0253353039988545,0.031,0.007,2.41022452957242e-16,"1","Cd83"
"Grik4",1.05898719268825e-20,0.0850066795148134,0.223,0.133,2.47686514497855e-16,"1","Grik4"
"Sox111",1.20304630646658e-20,0.102724536874126,0.952,0.884,2.81380500619468e-16,"1","Sox11"
"Clasp11",1.35626985546378e-20,0.099270643452732,0.868,0.822,3.17217956494423e-16,"1","Clasp1"
"Gm41414",1.42038087804599e-20,0.0193245914953125,0.021,0.003,3.32212883566176e-16,"1","Gm41414"
"Fam53b",2.19408250717723e-20,0.0870798125908198,0.221,0.134,5.13173957603682e-16,"1","Fam53b"
"Gjc1",2.32470741963452e-20,0.121580661117304,0.707,0.607,5.43725818378317e-16,"1","Gjc1"
"Ephb11",2.61088219655998e-20,0.100608901629911,0.485,0.344,6.10659236953413e-16,"1","Ephb1"
"Fut10",2.69726677161884e-20,0.110629447818363,0.356,0.251,6.3086372521393e-16,"1","Fut10"
"Shisa3",2.78418001691634e-20,0.0169041450737953,0.019,0.003,6.51191864156563e-16,"1","Shisa3"
"Myl1",3.15251799793631e-20,0.0210501820964196,0.026,0.005,7.37342434537323e-16,"1","Myl1"
"Mpdz1",3.17829983600347e-20,0.109605920129795,0.852,0.775,7.43372548642852e-16,"1","Mpdz"
"Tafa4",3.24819643448581e-20,0.0482343616103698,0.059,0.021,7.59720664061885e-16,"1","Tafa4"
"Col26a1",4.43815369702146e-20,0.0929733477543694,0.251,0.157,1.03803976819635e-15,"1","Col26a1"
"Slc4a7",5.08314187204093e-20,0.0918478567810594,0.93,0.899,1.18889605245165e-15,"1","Slc4a7"
"Btbd7",5.14172478407151e-20,0.103066092058776,0.885,0.822,1.20259800974649e-15,"1","Btbd7"
"Cxadr1",5.84608063403848e-20,0.11983896785436,0.783,0.664,1.36733979949526e-15,"1","Cxadr"
"Foxn3",6.94990425999741e-20,0.0902267084423314,0.928,0.896,1.62551310737079e-15,"1","Foxn3"
"Wfdc21",8.13125497108472e-20,0.0300788236447242,0.04,0.011,1.901819225187e-15,"1","Wfdc21"
"Kdm2b1",8.63017345783065e-20,0.111797810300585,0.796,0.715,2.01851127005201e-15,"1","Kdm2b"
"Crlf1",1.0575768016809e-19,0.0425771959656209,0.066,0.025,2.47356638145146e-15,"1","Crlf1"
"Smpd3",1.10447934398976e-19,0.0637323660307207,0.126,0.063,2.58326673765764e-15,"1","Smpd3"
"Nod2",1.37803691677079e-19,0.0264914300462405,0.036,0.009,3.22309054463521e-15,"1","Nod2"
"Dock4",1.418971563143e-19,0.117729599939235,0.821,0.674,3.31883258903517e-15,"1","Dock4"
"Nid2",1.42486569176436e-19,0.118872002638731,0.667,0.55,3.33261836646767e-15,"1","Nid2"
"Trpc3",1.79041779160471e-19,0.0537066155741222,0.095,0.042,4.18760817278426e-15,"1","Trpc3"
"Car5a",1.83421468961263e-19,0.0238949564011575,0.031,0.007,4.29004473753499e-15,"1","Car5a"
"A930024E05Rik",1.85589703894858e-19,0.0839422133388689,0.206,0.124,4.34075758439683e-15,"1","A930024E05Rik"
"Ctps2",1.92936124944461e-19,0.108919078448666,0.328,0.229,4.51258302632601e-15,"1","Ctps2"
"Arhgap51",2.29130005960148e-19,0.0849566047227348,0.966,0.931,5.35912170940189e-15,"1","Arhgap5"
"Sfxn1",3.06201357778719e-19,0.107470635806466,0.777,0.699,7.16174355708646e-15,"1","Sfxn1"
"Pds5b",3.12568581434937e-19,0.0720937409309368,0.961,0.947,7.31066655118174e-15,"1","Pds5b"
"Gm7706",3.56573605712732e-19,0.0177350276028878,0.018,0.003,8.33990006401508e-15,"1","Gm7706"
"Clip11",3.9891609404566e-19,0.121884362672606,0.6,0.503,9.33024852363394e-15,"1","Clip1"
"Mycn",4.03807650017167e-19,0.112267121336445,0.491,0.378,9.44465712625151e-15,"1","Mycn"
"Gpt2",4.08225674608501e-19,0.0806749660578005,0.199,0.119,9.54799030341823e-15,"1","Gpt2"
"Htr7",5.56998746210034e-19,0.0274595332464914,0.032,0.008,1.30276436751065e-14,"1","Htr7"
"Gm16070",6.0401721312425e-19,0.0872421566467208,0.205,0.124,1.41273585977631e-14,"1","Gm16070"
"Fnip1",7.54741770084026e-19,0.119639418641287,0.689,0.6,1.76526552604953e-14,"1","Fnip1"
"Cdh201",7.67526449230745e-19,0.128185186288162,0.252,0.163,1.79516761210579e-14,"1","Cdh20"
"Fgf17",8.62158845052577e-19,0.0377535650517005,0.06,0.022,2.01650332269347e-14,"1","Fgf17"
"Angptl1",8.89180451526642e-19,0.0793065542514489,0.181,0.106,2.07970415807566e-14,"1","Angptl1"
"Ppm1e1",1.15020237121685e-18,0.106031625190872,0.343,0.239,2.6902083260391e-14,"1","Ppm1e"
"Wnt8a",1.18656307741358e-18,0.0778554954948389,0.269,0.171,2.77525238176261e-14,"1","Wnt8a"
"Alpl",1.18771335889389e-18,0.105046864435259,0.417,0.305,2.77794277511693e-14,"1","Alpl"
"Lhx1os",1.3941211399685e-18,0.0528942140789693,0.091,0.041,3.26070993427232e-14,"1","Lhx1os"
"Efemp1",1.49994510598894e-18,0.0552227207212752,0.107,0.052,3.50822160839753e-14,"1","Efemp1"
"Spry2",1.51370300305206e-18,0.107890662659293,0.351,0.252,3.54039995383847e-14,"1","Spry2"
"Ube2q2",1.64105252470773e-18,0.117363030013999,0.743,0.65,3.83825775003892e-14,"1","Ube2q2"
"Osbpl9",1.91044015492511e-18,0.117193071746362,0.677,0.572,4.46832847835434e-14,"1","Osbpl9"
"Lgr6",2.05646776605434e-18,0.0205239501751476,0.024,0.005,4.8098724580245e-14,"1","Lgr6"
"Ski",2.05650730514487e-18,0.115350895951551,0.658,0.57,4.80996493600335e-14,"1","Ski"
"Fjx1",2.07354023341269e-18,0.10055888881556,0.332,0.233,4.84980325192893e-14,"1","Fjx1"
"Dkk2",2.10539145113979e-18,0.0401017640285599,0.055,0.019,4.92430006507086e-14,"1","Dkk2"
"Hoxb5os",2.41334933009806e-18,0.0519997131754234,0.094,0.043,5.64458274816635e-14,"1","Hoxb5os"
"Camta11",2.44863687605684e-18,0.112464656969762,0.715,0.637,5.72711678940933e-14,"1","Camta1"
"Adgrd1",2.74521444176326e-18,0.0190257154057326,0.023,0.005,6.4207820578401e-14,"1","Adgrd1"
"Anks6",3.62891019025393e-18,0.0450932787339019,0.077,0.032,8.48765804398492e-14,"1","Anks6"
"Arid1b1",3.80016500401031e-18,0.0805074881823908,0.952,0.925,8.8882059278797e-14,"1","Arid1b"
"Map4k41",4.14552317653266e-18,0.0911170671939918,0.904,0.857,9.69596415759224e-14,"1","Map4k4"
"Stk32b",4.77569942663273e-18,0.0397554418984959,0.062,0.023,1.11698833889513e-13,"1","Stk32b"
"Acnat1",5.11059336728862e-18,0.0352595209592824,0.048,0.016,1.19531668267513e-13,"1","Acnat1"
"Heph",6.21346787095113e-18,0.109101332889808,0.356,0.257,1.45326800033676e-13,"1","Heph"
"Itgb5",6.82534301755929e-18,0.111065336709061,0.565,0.445,1.59637947837694e-13,"1","Itgb5"
"Susd5",1.00347581291922e-17,0.0435291007583169,0.072,0.03,2.34702957883677e-13,"1","Susd5"
"Car101",1.13753505544938e-17,0.0946507703890681,0.152,0.087,2.66058074119055e-13,"1","Car10"
"Bmpr2",1.19640506768101e-17,0.105139085175049,0.831,0.755,2.79827181279912e-13,"1","Bmpr2"
"Dmgdh",1.53751468831255e-17,0.0396518995829752,0.065,0.026,3.59609310449423e-13,"1","Dmgdh"
"Myl2",1.54501011553968e-17,0.0242811855050593,0.032,0.008,3.61362415923576e-13,"1","Myl2"
"Lrrc42",1.84061744816476e-17,0.105452628712741,0.396,0.298,4.30502014951256e-13,"1","Lrrc42"
"Etv1",2.82783544148269e-17,0.0943685960688313,0.303,0.208,6.61402431408386e-13,"1","Etv1"
"Epb411",3.02549696898503e-17,0.0952422144717444,0.887,0.828,7.0763348607591e-13,"1","Epb41"
"Fgd6",3.17660530810549e-17,0.104301836866517,0.401,0.299,7.42976215512794e-13,"1","Fgd6"
"Scara3",3.52548927840025e-17,0.050357328844836,0.092,0.043,8.24576687325036e-13,"1","Scara3"
"Crmp11",5.06552482152909e-17,0.0898703076187663,0.269,0.181,1.18477560050744e-12,"1","Crmp1"
"Kdm7a1",5.6858050811623e-17,0.11189409829358,0.634,0.524,1.32985295043305e-12,"1","Kdm7a"
"Cdk5rap21",6.31938142106946e-17,0.104702863959943,0.741,0.671,1.47804012057393e-12,"1","Cdk5rap2"
"Pygo1",6.35887017762138e-17,0.0528520894021751,0.104,0.051,1.48727614584387e-12,"1","Pygo1"
"Evx1os",6.57697969038826e-17,0.0695975069295055,0.141,0.078,1.53828977978491e-12,"1","Evx1os"
