"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Xkr4",0,0.898677264142795,0.946,0.379,0,"0","Xkr4"
"Il1rapl1",0,0.871513599233791,0.791,0.287,0,"0","Il1rapl1"
"Ror1",0,0.794537144702478,0.996,0.633,0,"0","Ror1"
"Kcnj3",0,0.740616479101099,0.792,0.229,0,"0","Kcnj3"
"Ank2",0,0.713783310411839,0.987,0.746,0,"0","Ank2"
"Mcf2",0,0.702183531307313,0.665,0.096,0,"0","Mcf2"
"Cdh13",0,0.673107561208776,0.801,0.328,0,"0","Cdh13"
"Dcc",0,0.671742740001148,0.883,0.414,0,"0","Dcc"
"Caln1",0,0.664913267773905,0.671,0.132,0,"0","Caln1"
"Astn2",0,0.664185254844103,0.822,0.307,0,"0","Astn2"
"A830018L16Rik",0,0.661976525762881,0.786,0.26,0,"0","A830018L16Rik"
"Otx2",0,0.654112481763231,0.716,0.172,0,"0","Otx2"
"Kif21a",0,0.640469630997676,0.825,0.358,0,"0","Kif21a"
"Adgrv1",0,0.627451561959447,0.703,0.189,0,"0","Adgrv1"
"Ctnna2",0,0.614065549712169,0.92,0.496,0,"0","Ctnna2"
"Pcsk2",0,0.60946464056694,0.534,0.05,0,"0","Pcsk2"
"Frmd5",0,0.602411984359495,0.825,0.394,0,"0","Frmd5"
"Nfasc",0,0.597363640854847,0.676,0.131,0,"0","Nfasc"
"Dab1",0,0.590520185872981,0.903,0.512,0,"0","Dab1"
"Gpc4",0,0.589570393867451,0.722,0.253,0,"0","Gpc4"
"Lmx1b",0,0.58571601768976,0.616,0.101,0,"0","Lmx1b"
"Otx2os1",0,0.577541656088173,0.534,0.066,0,"0","Otx2os1"
"Nrg3",0,0.574447424876323,0.544,0.116,0,"0","Nrg3"
"Rims2",0,0.562194554211359,0.955,0.588,0,"0","Rims2"
"Slc35f1",0,0.559876511196963,0.755,0.291,0,"0","Slc35f1"
"Cdh4",0,0.554295621236476,0.775,0.364,0,"0","Cdh4"
"Sfrp1",0,0.551034661681191,0.803,0.34,0,"0","Sfrp1"
"Pak3",0,0.541061617336898,0.562,0.115,0,"0","Pak3"
"Rfx4",0,0.535135565269679,0.497,0.101,0,"0","Rfx4"
"Pax2",0,0.534248127207732,0.481,0.068,0,"0","Pax2"
"Dgkb",0,0.531518623356441,0.616,0.178,0,"0","Dgkb"
"Dgki",0,0.524103822247933,0.553,0.091,0,"0","Dgki"
"Dnmt3b",0,0.52374744122299,0.976,0.793,0,"0","Dnmt3b"
"Pim2",0,0.522897302125036,0.676,0.213,0,"0","Pim2"
"Cdh10",0,0.514877931746221,0.692,0.264,0,"0","Cdh10"
"Pou3f1",0,0.512893399155048,0.616,0.176,0,"0","Pou3f1"
"Lrp2",0,0.510587163848386,0.944,0.568,0,"0","Lrp2"
"Syt1",0,0.507057647380433,0.527,0.103,0,"0","Syt1"
"Efna5",0,0.500074833625525,0.998,0.878,0,"0","Efna5"
"Tcf7l1",0,0.497347918008182,0.958,0.702,0,"0","Tcf7l1"
"Galnt16",0,0.468092524027755,0.592,0.157,0,"0","Galnt16"
"Cdyl",0,0.45709926705229,0.957,0.763,0,"0","Cdyl"
"Sox2",0,0.449028387624764,0.59,0.189,0,"0","Sox2"
"Jakmip2",0,0.44092675681216,0.564,0.162,0,"0","Jakmip2"
"Zmat4",0,0.411841580852099,0.421,0.067,0,"0","Zmat4"
"Rasal2",0,0.403175037910145,0.992,0.887,0,"0","Rasal2"
"Pten",0,0.373262988503194,0.98,0.884,0,"0","Pten"
"Pcdh15",0,0.371548131328384,0.351,0.058,0,"0","Pcdh15"
"Ptprg",0,0.355014907230133,1,0.971,0,"0","Ptprg"
"Miat",0,0.343497734361883,0.389,0.051,0,"0","Miat"
"Ube2k",0,0.299855244956221,0.994,0.969,0,"0","Ube2k"
"Tdrd7",0,0.294843612718574,0.323,0.047,0,"0","Tdrd7"
"Cdh9",0,0.199494226529468,0.191,0.013,0,"0","Cdh9"
"Tmem163",1.75327617494662e-304,0.350470504306989,0.392,0.082,4.10073764558265e-300,"0","Tmem163"
"Negr1",1.34747841660274e-299,0.389315189876862,0.397,0.086,3.15161726859214e-295,"0","Negr1"
"Pls3",1.13277251004137e-292,0.51084180420496,0.808,0.44,2.64944162373575e-288,"0","Pls3"
"Kcnt2",2.15128515695664e-290,0.500731395808907,0.91,0.573,5.03164085360587e-286,"0","Kcnt2"
"Fzd5",2.97821618203219e-283,0.345483803612705,0.396,0.091,6.9657498281551e-279,"0","Fzd5"
"Pgap1",3.54002181326992e-279,0.472980099476761,0.746,0.339,8.27975701905701e-275,"0","Pgap1"
"Six3",3.17203380883187e-275,0.300598202066177,0.281,0.045,7.41906987547687e-271,"0","Six3"
"Zfp462",7.52198959050115e-275,0.433561952432128,0.965,0.724,1.75931814532231e-270,"0","Zfp462"
"Fam155a",2.21046805715151e-274,0.455749108026556,0.516,0.157,5.17006373887168e-270,"0","Fam155a"
"Irs4",3.16719049413486e-269,0.262388292319806,0.288,0.048,7.40774184673202e-265,"0","Irs4"
"Fgfr2",3.71685422123113e-269,0.352494388835005,0.977,0.851,8.69335033803748e-265,"0","Fgfr2"
"Pdzph1",1.00103095889783e-265,0.216003105717588,0.217,0.025,2.34131130976615e-261,"0","Pdzph1"
"Fat1",2.8753049541929e-264,0.393272234578745,0.941,0.745,6.72505075736178e-260,"0","Fat1"
"Plch1",3.87952580863602e-259,0.468194315521312,0.772,0.367,9.07382291381879e-255,"0","Plch1"
"Myt1l",5.71676303068536e-259,0.298690330943564,0.351,0.075,1.337093705247e-254,"0","Myt1l"
"Hs6st1",3.31350034951888e-256,0.404021453586691,0.591,0.226,7.74994596748971e-252,"0","Hs6st1"
"Ephb1",4.04870936119885e-256,0.462197621561557,0.724,0.316,9.46952632490798e-252,"0","Ephb1"
"Cdh20",1.91088525394277e-250,0.421268471863679,0.469,0.137,4.46936952044676e-246,"0","Cdh20"
"Nptx2",7.74208396482581e-250,0.314269236206903,0.397,0.102,1.81079601853311e-245,"0","Nptx2"
"Magi2",1.54017188409669e-249,0.481766677069683,0.647,0.26,3.60230801971374e-245,"0","Magi2"
"2610307P16Rik",1.58686669890642e-248,0.439451470878863,0.981,0.724,3.71152252207222e-244,"0","2610307P16Rik"
"Elavl3",3.87068430841461e-247,0.321006923615038,0.39,0.097,9.05314352895092e-243,"0","Elavl3"
"Rgma",1.08881416276068e-236,0.445084498038972,0.805,0.423,2.54662744528095e-232,"0","Rgma"
"Hcn1",9.36208149871542e-236,0.304346899466511,0.322,0.069,2.18969724173455e-231,"0","Hcn1"
"Shisa6",1.03288850440523e-235,0.382592656559766,0.487,0.156,2.41582292295339e-231,"0","Shisa6"
"Cadm1",8.18943660533367e-233,0.332248359150963,0.995,0.886,1.91542732762149e-228,"0","Cadm1"
"Rbfox1",8.34477739032711e-233,0.383479259986088,0.476,0.151,1.95175998382361e-228,"0","Rbfox1"
"Map2",5.18563956808907e-229,0.39543419849664,0.531,0.193,1.21286923858035e-224,"0","Map2"
"Bicd1",3.37174916723822e-225,0.433677428319679,0.804,0.442,7.88618412725347e-221,"0","Bicd1"
"Wwc1",1.02556340907232e-222,0.414781160077981,0.787,0.44,2.39869025747925e-218,"0","Wwc1"
"Atp8a2",8.16188569632736e-219,0.239609853647821,0.289,0.059,1.90898344551401e-214,"0","Atp8a2"
"Rtn4rl1",8.39844479885459e-217,0.232353581711226,0.279,0.056,1.9643122540041e-212,"0","Rtn4rl1"
"Pdzd4",1.40136339106503e-214,0.384433518011043,0.617,0.268,3.277648835362e-210,"0","Pdzd4"
"Greb1l",5.29483967431773e-212,0.275428902074848,0.999,0.946,1.23841005142617e-207,"0","Greb1l"
"Gabra3",1.77238883827589e-208,0.345386998844505,0.447,0.145,4.14544025384349e-204,"0","Gabra3"
"Pcsk1n",7.48819878886306e-205,0.317336571864546,0.442,0.144,1.75141481472718e-200,"0","Pcsk1n"
"Fzd7",1.65257162782824e-204,0.407543245077712,0.765,0.424,3.86519978032747e-200,"0","Fzd7"
"Syt11",1.71225385273191e-204,0.345180803780589,0.512,0.192,4.00479053615467e-200,"0","Syt11"
"Snhg14",1.63351386815873e-203,0.38733817711915,0.883,0.65,3.82062558623646e-199,"0","Snhg14"
"Sntg1",5.0750221616855e-203,0.262563565717288,0.293,0.065,1.18699693339662e-198,"0","Sntg1"
"Lhx5",2.09985282663441e-198,0.154206632166154,0.166,0.02,4.91134577621523e-194,"0","Lhx5"
"Thsd7a",7.29749905141787e-198,0.497289631991893,0.683,0.357,1.70681205313613e-193,"0","Thsd7a"
"Rnf220",7.76100825237302e-198,0.445270477205292,0.87,0.656,1.81522222014753e-193,"0","Rnf220"
"Nrcam",4.83785863587316e-197,0.351221723223834,0.475,0.164,1.13152675634437e-192,"0","Nrcam"
"Jph4",5.7271544152017e-193,0.219681429878681,0.285,0.064,1.33952414617153e-188,"0","Jph4"
"Zfp804a",8.03155706607963e-192,0.158739510093717,0.125,0.01,1.87850088218537e-187,"0","Zfp804a"
"Lrrn1",2.65462267032645e-190,0.266970262245599,0.35,0.098,6.20889696362654e-186,"0","Lrrn1"
"Cdh1",1.1031159899516e-189,0.422450435158167,0.835,0.48,2.5800779888978e-185,"0","Cdh1"
"Ptprn2",2.06219048121664e-189,0.323795152020562,0.428,0.145,4.8232573165176e-185,"0","Ptprn2"
"Bmpr1b",4.57559420149938e-189,0.431979712623141,0.722,0.379,1.07018572778869e-184,"0","Bmpr1b"
"Ptn",2.90709055213302e-188,0.431796525635463,0.749,0.405,6.79939409238392e-184,"0","Ptn"
"Dpp10",4.96865322977622e-188,0.19512026146651,0.2,0.032,1.16211830391236e-183,"0","Dpp10"
"Ltbp1",8.67676152672609e-187,0.394341288448758,0.864,0.594,2.02940775348597e-182,"0","Ltbp1"
"Aff3",6.60423410032712e-184,0.35069101113215,0.95,0.772,1.54466431372551e-179,"0","Aff3"
"Map1b",4.71354730095788e-183,0.39612352728349,0.856,0.556,1.10245157822104e-178,"0","Map1b"
"Pbx3",2.20164755376822e-182,0.248108467414272,0.999,0.964,5.1494334635085e-178,"0","Pbx3"
"Usp44",1.76572369238957e-179,0.33290741440235,0.55,0.235,4.12985114412996e-175,"0","Usp44"
"Epha7",1.93769269614965e-179,0.572913025843193,0.66,0.372,4.53206944702442e-175,"0","Epha7"
"Iqgap1",3.90761671888075e-179,0.317404511519814,0.924,0.787,9.13952474379018e-175,"0","Iqgap1"
"Srgap3",1.10444181403813e-178,0.304194746319521,0.438,0.154,2.58317895885379e-174,"0","Srgap3"
"Socs2",1.35188442551669e-178,0.320191783825875,0.489,0.192,3.16192248284098e-174,"0","Socs2"
"Gm29266",3.11377703879761e-177,0.247223323055776,0.301,0.076,7.28281311604373e-173,"0","Gm29266"
"Fras1",3.61718880849408e-177,0.393477249260233,0.739,0.407,8.4602429041868e-173,"0","Fras1"
"Tspan5",1.91604583850909e-176,0.363199890829815,0.895,0.657,4.4814396116889e-172,"0","Tspan5"
"Tenm4",3.27790933372093e-176,0.338982671010364,0.985,0.828,7.66670214063988e-172,"0","Tenm4"
"Dpp6",5.68522816653176e-175,0.422175985606599,0.711,0.39,1.32971801587011e-170,"0","Dpp6"
"Astn1",1.11134448327673e-174,0.349263724295702,0.539,0.229,2.59932361193594e-170,"0","Astn1"
"Frem2",1.96526434434561e-174,0.393276607253788,0.806,0.465,4.59655677498994e-170,"0","Frem2"
"Lgr4",6.34295970598112e-174,0.390716539500422,0.841,0.587,1.48355484563192e-169,"0","Lgr4"
"Gabrb3",7.34165459399456e-174,0.38510002372282,0.686,0.35,1.71713959298939e-169,"0","Gabrb3"
"Gtdc1",1.42458128016801e-173,0.383471986859494,0.892,0.688,3.33195315618495e-169,"0","Gtdc1"
"Unc79",4.04652592682143e-173,0.248255549073586,0.298,0.077,9.46441949024265e-169,"0","Unc79"
"Nalcn",4.36534593028677e-173,0.165339976486175,0.182,0.028,1.02101075963477e-168,"0","Nalcn"
"Eps8",1.89051553519822e-169,0.3337140025304,0.486,0.197,4.42172678527513e-165,"0","Eps8"
"Larp7",1.9904226523768e-169,0.314981803681286,0.916,0.716,4.6553995416441e-165,"0","Larp7"
"Mylk",2.11996644667452e-167,0.272540927005005,0.353,0.11,4.95838952212704e-163,"0","Mylk"
"Gria3",7.28659124269887e-167,0.365581041569639,0.646,0.315,1.70426082575484e-162,"0","Gria3"
"Celsr2",1.97460408623284e-165,0.251850867333703,0.371,0.119,4.61840149729e-161,"0","Celsr2"
"Pcnx2",2.84635245490587e-165,0.172378422413274,0.206,0.039,6.65733375677934e-161,"0","Pcnx2"
"Fam135b",8.45521697358288e-165,0.112202786508867,0.118,0.011,1.9775906979513e-160,"0","Fam135b"
"5330434G04Rik",9.3079553175966e-165,0.276983861362383,0.387,0.129,2.17703766923267e-160,"0","5330434G04Rik"
"Zic2",9.89104116541809e-165,0.29820421237657,0.499,0.202,2.31341561817964e-160,"0","Zic2"
"Map7d3",7.83098796963244e-163,0.29013732366607,0.426,0.158,1.83158977621733e-158,"0","Map7d3"
"Dok6",1.47740346214375e-162,0.279464079239042,0.339,0.104,3.45549895760801e-158,"0","Dok6"
"Hecw1",5.54929860114422e-162,0.225493446429636,0.281,0.073,1.29792544982162e-157,"0","Hecw1"
"Robo1",1.73724375104718e-160,0.288115935284709,0.987,0.891,4.06323940932424e-156,"0","Robo1"
"Trerf1",2.37889811965798e-160,0.36370537549304,0.812,0.558,5.56400481206805e-156,"0","Trerf1"
"Ntn1",7.57079037756564e-159,0.42320257317926,0.746,0.405,1.77073216140883e-154,"0","Ntn1"
"Adam22",3.24949515167827e-158,0.296496262465552,0.461,0.18,7.60024421026032e-154,"0","Adam22"
"Sox5",1.26774823996089e-156,0.32228548463438,0.532,0.221,2.96513635844451e-152,"0","Sox5"
"Fgfr1",1.72018516344146e-156,0.281299529986307,0.972,0.824,4.02334107877322e-152,"0","Fgfr1"
"Gm19938",2.06303558037964e-156,0.185102349976043,0.244,0.057,4.82523391894994e-152,"0","Gm19938"
"Cacnb2",1.4614480398094e-155,0.38468478194144,0.839,0.517,3.4181808203102e-151,"0","Cacnb2"
"Tcf7l2",1.63782390842719e-155,0.340135133354052,0.885,0.656,3.83070633942036e-151,"0","Tcf7l2"
"Nrxn2",1.44453589573531e-154,0.238758754584369,0.35,0.113,3.37862500653532e-150,"0","Nrxn2"
"Bmerb1",5.49447417471272e-154,0.225348016910375,0.285,0.078,1.28510256472356e-149,"0","Bmerb1"
"Gm2164",1.00734618464504e-153,0.199266069366567,0.246,0.059,2.35608199126628e-149,"0","Gm2164"
"Brinp3",3.95185034329043e-153,0.164133019317404,0.157,0.024,9.24298276792198e-149,"0","Brinp3"
"Syne2",2.34931380979344e-152,0.348387792271602,0.807,0.555,5.49481006972587e-148,"0","Syne2"
"Ptpn13",1.21508039341096e-151,0.324158733946183,0.945,0.75,2.84195153214891e-147,"0","Ptpn13"
"Sall2",9.01903407641537e-151,0.268423041548099,0.423,0.161,2.10946188013279e-146,"0","Sall2"
"Phactr1",9.11133491730371e-151,0.335751992849728,0.527,0.234,2.13105012380817e-146,"0","Phactr1"
"Rragb",2.08596878605283e-150,0.317783529394404,0.565,0.269,4.87887239369896e-146,"0","Rragb"
"Hdac6",1.00263356917147e-149,0.298464081413852,0.521,0.236,2.34505965493516e-145,"0","Hdac6"
"Enox1",4.79864581190727e-149,0.305238559829861,0.471,0.195,1.12235526894699e-144,"0","Enox1"
"Mmp16",1.401790025162e-147,0.368921692623812,0.767,0.464,3.27864668985141e-143,"0","Mmp16"
"Grin2b",3.00305549082361e-145,0.134358289162755,0.139,0.019,7.02384648748734e-141,"0","Grin2b"
"Anks1b",6.49763984966312e-145,0.195857773826315,0.223,0.052,1.51973298443771e-140,"0","Anks1b"
"Tnrc6c",8.20923594681303e-145,0.253483927225177,0.943,0.853,1.9200581956001e-140,"0","Tnrc6c"
"Cadps2",1.26443748814468e-143,0.257506244032221,0.346,0.116,2.95739284102159e-139,"0","Cadps2"
"Plekha5",1.64089335450209e-143,0.231383713998513,0.984,0.926,3.83788546684495e-139,"0","Plekha5"
"Fgf14",2.69050726999767e-143,0.294000565985817,0.39,0.14,6.29282745379756e-139,"0","Fgf14"
"Erbb4",8.10091967858611e-142,0.31548985310116,0.369,0.128,1.8947241036245e-137,"0","Erbb4"
"Nxph1",1.57697527495814e-141,0.107682878468767,0.085,0.006,3.68838747059959e-137,"0","Nxph1"
"Zfp608",5.53425347343422e-141,0.311297374660122,0.938,0.759,1.29440654490153e-136,"0","Zfp608"
"Thsd7b",6.90497215787106e-141,0.121468420896226,0.122,0.015,1.61500393800446e-136,"0","Thsd7b"
"Pex5l",2.54100371817246e-140,0.241288845830319,0.311,0.098,5.94315359643357e-136,"0","Pex5l"
"Fmnl2",2.377801724714e-139,0.268268679818217,0.961,0.853,5.56144045393359e-135,"0","Fmnl2"
"Rfx3",1.67186977142785e-138,0.232922890342414,0.985,0.923,3.91033620839259e-134,"0","Rfx3"
"Sez6",7.47821025421435e-137,0.110404744550126,0.123,0.016,1.74907859635819e-132,"0","Sez6"
"Meg3",4.27614626940171e-136,0.289433416772775,0.987,0.837,1.00014785095037e-131,"0","Meg3"
"Fzd8",6.92659119576988e-136,0.185677119977416,0.242,0.063,1.62006041477862e-131,"0","Fzd8"
"Dmd",7.60151117284816e-136,0.333153831741464,0.437,0.184,1.77791744821746e-131,"0","Dmd"
"Lrrc4c",9.33692717936933e-136,0.276792148327395,0.303,0.095,2.18381389798269e-131,"0","Lrrc4c"
"Hesx1",9.85621877089619e-136,0.139329345864337,0.17,0.032,2.30527100832491e-131,"0","Hesx1"
"Plce1",1.02334387006428e-133,0.342383991979453,0.595,0.313,2.39349897769335e-129,"0","Plce1"
"Zbtb16",1.52801459115508e-133,0.26412408652044,0.391,0.15,3.57387332725262e-129,"0","Zbtb16"
"Lin28b",6.85215356341013e-133,0.233340078767629,0.978,0.895,1.60265019694599e-128,"0","Lin28b"
"Samd12",1.27221985039629e-132,0.255654246041815,0.363,0.131,2.97559500809189e-128,"0","Samd12"
"Zic5",1.27761476680199e-132,0.276892160211587,0.459,0.2,2.98821317807317e-128,"0","Zic5"
"Ppm1e",2.28863602184532e-132,0.317639292677024,0.483,0.222,5.35289079149401e-128,"0","Ppm1e"
"Shisa2",5.02924060779324e-132,0.247792492596078,0.364,0.134,1.17628908575676e-127,"0","Shisa2"
"Cyp26a1",5.85579847700309e-132,0.268821084747528,0.412,0.165,1.36961270578625e-127,"0","Cyp26a1"
"Tmem131l",2.12435523184544e-130,0.313618222656874,0.815,0.61,4.96865445176331e-126,"0","Tmem131l"
"Ubr5",9.6974638796283e-129,0.186702912600921,0.98,0.949,2.26813982680626e-124,"0","Ubr5"
"Slc7a3",2.56209633463693e-127,0.242489942814071,0.367,0.137,5.99248711708233e-123,"0","Slc7a3"
"Chrdl1",8.06201686316548e-127,0.227241514722346,0.315,0.107,1.88562512412577e-122,"0","Chrdl1"
"Setbp1",8.35224703192455e-127,0.273070632595115,0.97,0.827,1.95350705829683e-122,"0","Setbp1"
"Ccdc85a",7.05862105645286e-126,0.224848864855294,0.271,0.081,1.65094087889376e-121,"0","Ccdc85a"
"Slc2a1",7.68590027826341e-126,0.197135622090185,0.995,0.965,1.79765521608303e-121,"0","Slc2a1"
"Sox9",9.04897957694581e-126,0.231711840419174,0.324,0.113,2.11646583325186e-121,"0","Sox9"
"Fut9",3.89729585561568e-125,0.273958624100766,0.478,0.212,9.11538527669951e-121,"0","Fut9"
"Zscan10",2.23514221820258e-124,0.259132128714632,0.461,0.206,5.22777413415402e-120,"0","Zscan10"
"Peli2",7.56982326481187e-124,0.327772209155054,0.751,0.514,1.77050596340685e-119,"0","Peli2"
"Camkv",8.40370202714059e-124,0.178452462146991,0.25,0.071,1.96554186712791e-119,"0","Camkv"
"Gm38393",1.15049857447559e-123,0.308889208282331,0.678,0.419,2.69090111584096e-119,"0","Gm38393"
"Ccdc88c",1.37674546440088e-123,0.294120039213177,0.645,0.361,3.22006996668722e-119,"0","Ccdc88c"
"Clybl",1.40466156343332e-123,0.318422326646481,0.616,0.353,3.28536293071419e-119,"0","Clybl"
"Myef2",2.64967273368602e-123,0.2320365388062,0.956,0.852,6.19731955681823e-119,"0","Myef2"
"Rims1",5.36399459077263e-123,0.275482718898454,0.399,0.163,1.25458469483581e-118,"0","Rims1"
"Grik3",2.95733171960997e-122,0.272031385704446,0.468,0.209,6.91690315899577e-118,"0","Grik3"
"Mob3b",1.33255098312771e-121,0.311457005049135,0.727,0.453,3.11670349443741e-117,"0","Mob3b"
"Mapk4",5.32650932104377e-120,0.283840014115155,0.535,0.265,1.24581726509893e-115,"0","Mapk4"
"Dst",3.62003482785388e-119,0.241746131195418,0.984,0.878,8.46689945886745e-115,"0","Dst"
"Cxadr",1.15162253752843e-118,0.288676624336335,0.856,0.655,2.69352995302524e-114,"0","Cxadr"
"Frrs1l",1.38908826797341e-118,0.134864225527685,0.156,0.031,3.24893854996301e-114,"0","Frrs1l"
"Atf7ip",8.01868960946518e-118,0.254875706128867,0.91,0.793,1.87549131275781e-113,"0","Atf7ip"
"Tenm3",1.01751336441307e-117,0.224498923067845,0.992,0.918,2.37986200802572e-113,"0","Tenm3"
"Emb",3.15939985238268e-116,0.173543441758093,0.993,0.973,7.38952031473786e-112,"0","Emb"
"Lpar4",3.30259208776536e-115,0.301219633305659,0.72,0.459,7.72443263407441e-111,"0","Lpar4"
"Grm3",1.69973559373922e-113,0.180222184806591,0.215,0.058,3.97551158019666e-109,"0","Grm3"
"Mapk10",4.59577986201752e-113,0.120618701391642,0.132,0.023,1.07490695192728e-108,"0","Mapk10"
"Phc1",3.27344068440852e-112,0.304577141141861,0.604,0.357,7.65625041676308e-108,"0","Phc1"
"Nav2",5.95499086348947e-112,0.294377742528082,0.652,0.392,1.39281281306155e-107,"0","Nav2"
"Stox2",1.6759685801777e-111,0.301324059751629,0.898,0.679,3.91992291217761e-107,"0","Stox2"
"Sh3gl2",6.98416917810628e-111,0.216371362933519,0.319,0.116,1.63352732906728e-106,"0","Sh3gl2"
"Sox1",1.33133834845745e-110,0.13140862299467,0.164,0.036,3.11386726320712e-106,"0","Sox1"
"Kank1",2.7412207705533e-110,0.302377938006607,0.722,0.474,6.41144126024712e-106,"0","Kank1"
"Csmd2",3.55882904410313e-110,0.134694698664454,0.174,0.04,8.32374525125282e-106,"0","Csmd2"
"Fgf5",1.12100289589178e-109,0.120604513055515,0.136,0.025,2.62191367320128e-105,"0","Fgf5"
"Epcam",3.84968097591335e-108,0.310795696138215,0.718,0.472,9.00401883456374e-104,"0","Epcam"
"Cntnap5a",4.43381514586857e-108,0.259425604185937,0.302,0.108,1.0370250244672e-103,"0","Cntnap5a"
"Tmem47",7.61134113001017e-108,0.279439701328645,0.833,0.643,1.78021657689808e-103,"0","Tmem47"
"Pipox",4.3871664156421e-107,0.0933771742709107,0.111,0.017,1.02611435295453e-102,"0","Pipox"
"Plxnc1",6.82541833406765e-107,0.24445164241752,0.43,0.192,1.59639709415508e-102,"0","Plxnc1"
"Akap13",1.07330253395871e-106,0.20964259547956,0.953,0.885,2.51034729667602e-102,"0","Akap13"
"Nell2",1.82267813741105e-106,0.226088388623888,0.37,0.152,4.26306189559072e-102,"0","Nell2"
"Adarb2",6.00487376070399e-106,0.208693490784531,0.278,0.095,1.40447992389106e-101,"0","Adarb2"
"Camkmt",1.79925339028287e-105,0.306960772185222,0.718,0.484,4.2082737545326e-101,"0","Camkmt"
"Sash1",2.58237357952538e-105,0.295101551590403,0.767,0.554,6.03991356515192e-101,"0","Sash1"
"Castor2",8.85064167270366e-105,0.232236558375486,0.379,0.164,2.07007658082866e-100,"0","Castor2"
"Celf2",1.2516807225698e-104,0.312787323087915,0.755,0.511,2.9275560420185e-100,"0","Celf2"
"Lmo1",3.42209351898722e-104,0.143917355412256,0.177,0.044,8.00393453155921e-100,"0","Lmo1"
"Sox2ot",2.44063781113078e-102,0.226014122016172,0.336,0.132,5.70840777645378e-98,"0","Sox2ot"
"Sobp",3.35242615413228e-102,0.242484482873497,0.433,0.199,7.84098953189999e-98,"0","Sobp"
"Robo3",4.19362340170111e-102,0.143129478341478,0.168,0.04,9.80846577423873e-98,"0","Robo3"
"Lsamp",1.0780880899582e-101,0.281624000502189,0.568,0.296,2.52154023360324e-97,"0","Lsamp"
"Cfap299",1.13067932835634e-101,0.19738675109837,0.228,0.071,2.64454588109265e-97,"0","Cfap299"
"Tafa2",1.51138137227631e-101,0.252696761278448,0.306,0.114,3.53496989161705e-97,"0","Tafa2"
"Mllt10",3.68191095223943e-101,0.142934995562552,0.996,0.985,8.6116215261928e-97,"0","Mllt10"
"Ctnnd2",4.32757415123452e-101,0.292527122630625,0.716,0.459,1.01217631823224e-96,"0","Ctnnd2"
"Gria4",9.88177876666936e-101,0.300079126667846,0.809,0.554,2.3112492357363e-96,"0","Gria4"
"Nr6a1",3.28247332601998e-100,0.209067526247059,0.999,0.965,7.67737686222813e-96,"0","Nr6a1"
"Nav3",1.00176272466602e-99,0.207956963217343,0.271,0.094,2.34302283672135e-95,"0","Nav3"
"Acsl4",1.04369116509047e-99,0.287661951897444,0.729,0.52,2.44108926603009e-95,"0","Acsl4"
"Slc1a3",7.1910872236447e-99,0.257859693152076,0.583,0.315,1.68192339073826e-94,"0","Slc1a3"
"Plekha7",8.36722460277693e-99,0.280834536802396,0.646,0.4,1.9570101623435e-94,"0","Plekha7"
"Dtnb",2.37186334141809e-98,0.283421276504635,0.754,0.549,5.54755116924278e-94,"0","Dtnb"
"Rian",3.50401327690534e-98,0.259879046976959,0.97,0.8,8.1955366533539e-94,"0","Rian"
"Ddr1",1.1097157595201e-96,0.239554789233076,0.465,0.235,2.59551418994155e-92,"0","Ddr1"
"Prom1",1.14849585669259e-96,0.266307415590305,0.709,0.439,2.6862169592183e-92,"0","Prom1"
"Mast4",1.76574587499003e-96,0.252141100326543,0.964,0.854,4.12990302701419e-92,"0","Mast4"
"Chd6",2.07598700003658e-96,0.194426656305568,0.958,0.897,4.85552599438555e-92,"0","Chd6"
"Sox11",2.25896912975109e-95,0.20104633386826,0.961,0.883,5.28350289757482e-91,"0","Sox11"
"Syt7",6.52804497898108e-95,0.168044699360317,0.254,0.088,1.52684444013388e-90,"0","Syt7"
"Qk",8.07494208298547e-95,0.142016476531448,0.997,0.985,1.88864820378947e-90,"0","Qk"
"Psip1",3.99054900363749e-94,0.174449865426281,0.964,0.911,9.33349506460774e-90,"0","Psip1"
"Elavl2",6.25035305594458e-93,0.281438687308666,0.746,0.495,1.46189507625488e-88,"0","Elavl2"
"D030068K23Rik",2.88821507045107e-92,0.259239474502137,0.483,0.254,6.75524622827801e-88,"0","D030068K23Rik"
"Tal2",6.91200832809676e-92,0.113001360996349,0.133,0.028,1.61664962785855e-87,"0","Tal2"
"Sv2c",1.48562972219876e-89,0.148693535729937,0.196,0.058,3.47473935725067e-85,"0","Sv2c"
"Spata13",2.71881556228865e-89,0.25783179380919,0.806,0.605,6.35903771863693e-85,"0","Spata13"
"Tox",4.16738598516852e-89,0.236300877725028,0.386,0.178,9.74709908071065e-85,"0","Tox"
"Vat1l",6.09568503636037e-89,0.163677317632185,0.238,0.082,1.42571977315433e-84,"0","Vat1l"
"Nrxn1",7.60783153054432e-89,0.280603797423187,0.505,0.267,1.77939571667901e-84,"0","Nrxn1"
"B3galt1",2.54717576955134e-88,0.281976372659474,0.801,0.579,5.95758940740362e-84,"0","B3galt1"
"Kcnb1",4.0116438871247e-88,0.103791695064098,0.129,0.028,9.38283388759597e-84,"0","Kcnb1"
"Hip1",8.31334394945878e-88,0.257538346584335,0.74,0.531,1.94440801633891e-83,"0","Hip1"
